ID;date;ship
MECH;01-Jun-20;60
MECH;01-Jul-20;50
MECH;01-Aug-20;40
MECH;01-Sep-20;30
MECH;01-Oct-20;20
HDD;01-Jan-00;10
HDD;01-Feb-00;20
HDD;01-Mar-00;30
HDD;01-Apr-00;40
HDD;01-May-00;50
HDD;01-Jun-00;60
HDD;01-Jul-00;70
HDD;01-Aug-00;80
HDD;01-Sep-00;90
HDD;01-Oct-00;100
HDD;01-Nov-00;110
HDD;01-Dec-00;120
HDD;01-Jan-01;130
HDD;01-Feb-01;140
HDD;01-Mar-01;150
HDD;01-Apr-01;160
HDD;01-May-01;170
HDD;01-Jun-01;180
HDD;01-Jul-01;190
HDD;01-Aug-01;200
HDD;01-Sep-01;210
HDD;01-Oct-01;220
HDD;01-Nov-01;230
HDD;01-Dec-01;240
HDD;01-Jan-02;250
HDD;01-Feb-02;260
HDD;01-Mar-02;270
HDD;01-Apr-02;280
HDD;01-May-02;290
HDD;01-Jun-02;300
HDD;01-Jul-02;310
HDD;01-Aug-02;320
HDD;01-Sep-02;330
HDD;01-Oct-02;340
HDD;01-Nov-02;350
HDD;01-Dec-02;360
HDD;01-Jan-03;370
HDD;01-Feb-03;380
HDD;01-Mar-03;390
HDD;01-Apr-03;400
HDD;01-May-03;410
HDD;01-Jun-03;420
HDD;01-Jul-03;430
HDD;01-Aug-03;440
HDD;01-Sep-03;450
HDD;01-Oct-03;460
HDD;01-Nov-03;470
HDD;01-Dec-03;480
HDD;01-Jan-04;490
HDD;01-Feb-04;500
HDD;01-Mar-04;510
HDD;01-Apr-04;520
HDD;01-May-04;530
HDD;01-Jun-04;540
HDD;01-Jul-04;550
HDD;01-Aug-04;560
HDD;01-Sep-04;570
HDD;01-Oct-04;580
HDD;01-Nov-04;590
HDD;01-Dec-04;600
HDD;01-Jan-05;610
HDD;01-Feb-05;620
HDD;01-Mar-05;630
HDD;01-Apr-05;640
HDD;01-May-05;650
HDD;01-Jun-05;660
HDD;01-Jul-05;670
HDD;01-Aug-05;680
HDD;01-Sep-05;690
HDD;01-Oct-05;700
HDD;01-Nov-05;710
HDD;01-Dec-05;720
HDD;01-Jan-06;730
HDD;01-Feb-06;740
HDD;01-Mar-06;750
HDD;01-Apr-06;760
HDD;01-May-06;770
HDD;01-Jun-06;780
HDD;01-Jul-06;790
HDD;01-Aug-06;800
HDD;01-Sep-06;810
HDD;01-Oct-06;820
HDD;01-Nov-06;830
HDD;01-Dec-06;840
HDD;01-Jan-07;850
HDD;01-Feb-07;860
HDD;01-Mar-07;870
HDD;01-Apr-07;880
HDD;01-May-07;890
HDD;01-Jun-07;900
HDD;01-Jul-07;910
HDD;01-Aug-07;920
HDD;01-Sep-07;930
HDD;01-Oct-07;940
HDD;01-Nov-07;950
HDD;01-Dec-07;960
HDD;01-Jan-08;970
HDD;01-Feb-08;980
HDD;01-Mar-08;990
HDD;01-Apr-08;1000
HDD;01-May-08;1010
HDD;01-Jun-08;1020
HDD;01-Jul-08;1030
HDD;01-Aug-08;1040
HDD;01-Sep-08;1050
HDD;01-Oct-08;1060
HDD;01-Nov-08;1070
HDD;01-Dec-08;1080
HDD;01-Jan-09;1090
HDD;01-Feb-09;1100
HDD;01-Mar-09;1110
HDD;01-Apr-09;1120
HDD;01-May-09;1130
HDD;01-Jun-09;1140
HDD;01-Jul-09;1150
HDD;01-Aug-09;1160
HDD;01-Sep-09;1170
HDD;01-Oct-09;1180
HDD;01-Nov-09;1190
HDD;01-Dec-09;1200
HDD;01-Jan-10;1210
HDD;01-Feb-10;1220
HDD;01-Mar-10;1230
HDD;01-Apr-10;1240
HDD;01-May-10;1250
HDD;01-Jun-10;1260
HDD;01-Jul-10;1250
HDD;01-Aug-10;1240
HDD;01-Sep-10;1230
HDD;01-Oct-10;1220
HDD;01-Nov-10;1210
HDD;01-Dec-10;1200
HDD;01-Jan-11;1190
HDD;01-Feb-11;1180
HDD;01-Mar-11;1170
HDD;01-Apr-11;1160
HDD;01-May-11;1150
HDD;01-Jun-11;1140
HDD;01-Jul-11;1130
HDD;01-Aug-11;1120
HDD;01-Sep-11;1110
HDD;01-Oct-11;1100
HDD;01-Nov-11;1090
HDD;01-Dec-11;1080
HDD;01-Jan-12;1070
HDD;01-Feb-12;1060
HDD;01-Mar-12;1050
HDD;01-Apr-12;1040
HDD;01-May-12;1030
HDD;01-Jun-12;1020
HDD;01-Jul-12;1010
HDD;01-Aug-12;1000
HDD;01-Sep-12;990
HDD;01-Oct-12;980
HDD;01-Nov-12;970
HDD;01-Dec-12;960
HDD;01-Jan-13;950
HDD;01-Feb-13;940
HDD;01-Mar-13;930
HDD;01-Apr-13;920
HDD;01-May-13;910
HDD;01-Jun-13;900
HDD;01-Jul-13;890
HDD;01-Aug-13;880
HDD;01-Sep-13;870
HDD;01-Oct-13;860
HDD;01-Nov-13;850
HDD;01-Dec-13;840
HDD;01-Jan-14;830
HDD;01-Feb-14;820
HDD;01-Mar-14;810
HDD;01-Apr-14;800
HDD;01-May-14;790
HDD;01-Jun-14;780
HDD;01-Jul-14;770
HDD;01-Aug-14;760
HDD;01-Sep-14;750
HDD;01-Oct-14;740
HDD;01-Nov-14;730
HDD;01-Dec-14;720
HDD;01-Jan-15;710
HDD;01-Feb-15;700
HDD;01-Mar-15;690
HDD;01-Apr-15;680
HDD;01-May-15;670
HDD;01-Jun-15;660
HDD;01-Jul-15;650
HDD;01-Aug-15;640
HDD;01-Sep-15;630
HDD;01-Oct-15;620
HDD;01-Nov-15;610
HDD;01-Dec-15;600
HDD;01-Jan-16;590
HDD;01-Feb-16;580
HDD;01-Mar-16;570
HDD;01-Apr-16;560
HDD;01-May-16;550
HDD;01-Jun-16;540
HDD;01-Jul-16;530
HDD;01-Aug-16;520
HDD;01-Sep-16;510
HDD;01-Oct-16;500
HDD;01-Nov-16;490
HDD;01-Dec-16;480
HDD;01-Jan-17;470
HDD;01-Feb-17;460
HDD;01-Mar-17;450
HDD;01-Apr-17;440
HDD;01-May-17;430
HDD;01-Jun-17;420
HDD;01-Jul-17;410
HDD;01-Aug-17;400
HDD;01-Sep-17;390
HDD;01-Oct-17;380
HDD;01-Nov-17;370
HDD;01-Dec-17;360
HDD;01-Jan-18;350
HDD;01-Feb-18;340
HDD;01-Mar-18;330
HDD;01-Apr-18;320
HDD;01-May-18;310
HDD;01-Jun-18;300
HDD;01-Jul-18;290
HDD;01-Aug-18;280
HDD;01-Sep-18;270
HDD;01-Oct-18;260
HDD;01-Nov-18;250
HDD;01-Dec-18;240
HDD;01-Jan-19;230
HDD;01-Feb-19;220
HDD;01-Mar-19;210
HDD;01-Apr-19;200
HDD;01-May-19;190
HDD;01-Jun-19;180
HDD;01-Jul-19;170
HDD;01-Aug-19;160
HDD;01-Sep-19;150
HDD;01-Oct-19;140
HDD;01-Nov-19;130
HDD;01-Dec-19;120
HDD;01-Jan-20;110
HDD;01-Feb-20;100
HDD;01-Mar-20;90
HDD;01-Apr-20;80
HDD;01-May-20;70
HDD;01-Jun-20;60
HDD;01-Jul-20;50
HDD;01-Aug-20;40
HDD;01-Sep-20;30
HDD;01-Oct-20;20
OPTN;01-Jan-00;10
OPTN;01-Feb-00;20
OPTN;01-Mar-00;30
OPTN;01-Apr-00;40
OPTN;01-May-00;50
OPTN;01-Jun-00;60
OPTN;01-Jul-00;70
OPTN;01-Aug-00;80
OPTN;01-Sep-00;90
OPTN;01-Oct-00;100
OPTN;01-Nov-00;110
OPTN;01-Dec-00;120
OPTN;01-Jan-01;130
OPTN;01-Feb-01;140
OPTN;01-Mar-01;150
OPTN;01-Apr-01;160
OPTN;01-May-01;170
OPTN;01-Jun-01;180
OPTN;01-Jul-01;190
OPTN;01-Aug-01;200
OPTN;01-Sep-01;210
OPTN;01-Oct-01;220
OPTN;01-Nov-01;230
OPTN;01-Dec-01;240
OPTN;01-Jan-02;250
OPTN;01-Feb-02;260
OPTN;01-Mar-02;270
OPTN;01-Apr-02;280
OPTN;01-May-02;290
OPTN;01-Jun-02;300
OPTN;01-Jul-02;310
OPTN;01-Aug-02;320
OPTN;01-Sep-02;330
OPTN;01-Oct-02;340
OPTN;01-Nov-02;350
OPTN;01-Dec-02;360
OPTN;01-Jan-03;370
OPTN;01-Feb-03;380
OPTN;01-Mar-03;390
OPTN;01-Apr-03;400
OPTN;01-May-03;410
OPTN;01-Jun-03;420
OPTN;01-Jul-03;430
OPTN;01-Aug-03;440
OPTN;01-Sep-03;450
OPTN;01-Oct-03;460
OPTN;01-Nov-03;470
OPTN;01-Dec-03;480
OPTN;01-Jan-04;490
OPTN;01-Feb-04;500
OPTN;01-Mar-04;510
OPTN;01-Apr-04;520
OPTN;01-May-04;530
OPTN;01-Jun-04;540
OPTN;01-Jul-04;550
OPTN;01-Aug-04;560
OPTN;01-Sep-04;570
OPTN;01-Oct-04;580
OPTN;01-Nov-04;590
OPTN;01-Dec-04;600
OPTN;01-Jan-05;610
OPTN;01-Feb-05;620
OPTN;01-Mar-05;630
OPTN;01-Apr-05;640
OPTN;01-May-05;650
OPTN;01-Jun-05;660
OPTN;01-Jul-05;670
OPTN;01-Aug-05;680
OPTN;01-Sep-05;690
OPTN;01-Oct-05;700
OPTN;01-Nov-05;710
OPTN;01-Dec-05;720
OPTN;01-Jan-06;730
OPTN;01-Feb-06;740
OPTN;01-Mar-06;750
OPTN;01-Apr-06;760
OPTN;01-May-06;770
OPTN;01-Jun-06;780
OPTN;01-Jul-06;790
OPTN;01-Aug-06;800
OPTN;01-Sep-06;810
OPTN;01-Oct-06;820
OPTN;01-Nov-06;830
OPTN;01-Dec-06;840
OPTN;01-Jan-07;850
OPTN;01-Feb-07;860
OPTN;01-Mar-07;870
OPTN;01-Apr-07;880
OPTN;01-May-07;890
OPTN;01-Jun-07;900
OPTN;01-Jul-07;910
OPTN;01-Aug-07;920
OPTN;01-Sep-07;930
OPTN;01-Oct-07;940
OPTN;01-Nov-07;950
OPTN;01-Dec-07;960
OPTN;01-Jan-08;970
OPTN;01-Feb-08;980
OPTN;01-Mar-08;990
OPTN;01-Apr-08;1000
OPTN;01-May-08;1010
OPTN;01-Jun-08;1020
OPTN;01-Jul-08;1030
OPTN;01-Aug-08;1040
OPTN;01-Sep-08;1050
OPTN;01-Oct-08;1060
OPTN;01-Nov-08;1070
OPTN;01-Dec-08;1080
OPTN;01-Jan-09;1090
OPTN;01-Feb-09;1100
OPTN;01-Mar-09;1110
OPTN;01-Apr-09;1120
OPTN;01-May-09;1130
OPTN;01-Jun-09;1140
OPTN;01-Jul-09;1150
OPTN;01-Aug-09;1160
OPTN;01-Sep-09;1170
OPTN;01-Oct-09;1180
OPTN;01-Nov-09;1190
OPTN;01-Dec-09;1200
OPTN;01-Jan-10;1210
OPTN;01-Feb-10;1220
OPTN;01-Mar-10;1230
OPTN;01-Apr-10;1240
OPTN;01-May-10;1250
OPTN;01-Jun-10;1260
OPTN;01-Jul-10;1250
OPTN;01-Aug-10;1240
OPTN;01-Sep-10;1230
OPTN;01-Oct-10;1220
OPTN;01-Nov-10;1210
OPTN;01-Dec-10;1200
OPTN;01-Jan-11;1190
OPTN;01-Feb-11;1180
OPTN;01-Mar-11;1170
OPTN;01-Apr-11;1160
OPTN;01-May-11;1150
OPTN;01-Jun-11;1140
OPTN;01-Jul-11;1130
OPTN;01-Aug-11;1120
OPTN;01-Sep-11;1110
OPTN;01-Oct-11;1100
OPTN;01-Nov-11;1090
OPTN;01-Dec-11;1080
OPTN;01-Jan-12;1070
OPTN;01-Feb-12;1060
OPTN;01-Mar-12;1050
OPTN;01-Apr-12;1040
OPTN;01-May-12;1030
OPTN;01-Jun-12;1020
OPTN;01-Jul-12;1010
OPTN;01-Aug-12;1000
OPTN;01-Sep-12;990
OPTN;01-Oct-12;980
OPTN;01-Nov-12;970
OPTN;01-Dec-12;960
OPTN;01-Jan-13;950
OPTN;01-Feb-13;940
OPTN;01-Mar-13;930
OPTN;01-Apr-13;920
OPTN;01-May-13;910
OPTN;01-Jun-13;900
OPTN;01-Jul-13;890
OPTN;01-Aug-13;880
OPTN;01-Sep-13;870
OPTN;01-Oct-13;860
OPTN;01-Nov-13;850
OPTN;01-Dec-13;840
OPTN;01-Jan-14;830
OPTN;01-Feb-14;820
OPTN;01-Mar-14;810
OPTN;01-Apr-14;800
OPTN;01-May-14;790
OPTN;01-Jun-14;780
OPTN;01-Jul-14;770
OPTN;01-Aug-14;760
OPTN;01-Sep-14;750
OPTN;01-Oct-14;740
OPTN;01-Nov-14;730
OPTN;01-Dec-14;720
OPTN;01-Jan-15;710
OPTN;01-Feb-15;700
OPTN;01-Mar-15;690
OPTN;01-Apr-15;680
OPTN;01-May-15;670
OPTN;01-Jun-15;660
OPTN;01-Jul-15;650
OPTN;01-Aug-15;640
OPTN;01-Sep-15;630
OPTN;01-Oct-15;620
OPTN;01-Nov-15;610
OPTN;01-Dec-15;600
OPTN;01-Jan-16;590
OPTN;01-Feb-16;580
OPTN;01-Mar-16;570
OPTN;01-Apr-16;560
OPTN;01-May-16;550
OPTN;01-Jun-16;540
OPTN;01-Jul-16;530
OPTN;01-Aug-16;520
OPTN;01-Sep-16;510
OPTN;01-Oct-16;500
OPTN;01-Nov-16;490
OPTN;01-Dec-16;480
OPTN;01-Jan-17;470
OPTN;01-Feb-17;460
OPTN;01-Mar-17;450
OPTN;01-Apr-17;440
OPTN;01-May-17;430
OPTN;01-Jun-17;420
OPTN;01-Jul-17;410
OPTN;01-Aug-17;400
OPTN;01-Sep-17;390
OPTN;01-Oct-17;380
OPTN;01-Nov-17;370
OPTN;01-Dec-17;360
OPTN;01-Jan-18;350
OPTN;01-Feb-18;340
OPTN;01-Mar-18;330
OPTN;01-Apr-18;320
OPTN;01-May-18;310
OPTN;01-Jun-18;300
OPTN;01-Jul-18;290
OPTN;01-Aug-18;280
OPTN;01-Sep-18;270
OPTN;01-Oct-18;260
OPTN;01-Nov-18;250
OPTN;01-Dec-18;240
OPTN;01-Jan-19;230
OPTN;01-Feb-19;220
OPTN;01-Mar-19;210
OPTN;01-Apr-19;200
OPTN;01-May-19;190
OPTN;01-Jun-19;180
OPTN;01-Jul-19;170
OPTN;01-Aug-19;160
OPTN;01-Sep-19;150
OPTN;01-Oct-19;140
OPTN;01-Nov-19;130
OPTN;01-Dec-19;120
OPTN;01-Jan-20;110
OPTN;01-Feb-20;100
OPTN;01-Mar-20;90
OPTN;01-Apr-20;80
OPTN;01-May-20;70
OPTN;01-Jun-20;60
OPTN;01-Jul-20;50
OPTN;01-Aug-20;40
OPTN;01-Sep-20;30
OPTN;01-Oct-20;20
TAPE;01-Jan-00;10
TAPE;01-Feb-00;20
TAPE;01-Mar-00;30
TAPE;01-Apr-00;40
TAPE;01-May-00;50
TAPE;01-Jun-00;60
TAPE;01-Jul-00;70
TAPE;01-Aug-00;80
TAPE;01-Sep-00;90
TAPE;01-Oct-00;100
TAPE;01-Nov-00;110
TAPE;01-Dec-00;120
TAPE;01-Jan-01;130
TAPE;01-Feb-01;140
TAPE;01-Mar-01;150
TAPE;01-Apr-01;160
TAPE;01-May-01;170
TAPE;01-Jun-01;180
TAPE;01-Jul-01;190
TAPE;01-Aug-01;200
TAPE;01-Sep-01;210
TAPE;01-Oct-01;220
TAPE;01-Nov-01;230
TAPE;01-Dec-01;240
TAPE;01-Jan-02;250
TAPE;01-Feb-02;260
TAPE;01-Mar-02;270
TAPE;01-Apr-02;280
TAPE;01-May-02;290
TAPE;01-Jun-02;300
TAPE;01-Jul-02;310
TAPE;01-Aug-02;320
TAPE;01-Sep-02;330
TAPE;01-Oct-02;340
TAPE;01-Nov-02;350
TAPE;01-Dec-02;360
TAPE;01-Jan-03;370
TAPE;01-Feb-03;380
TAPE;01-Mar-03;390
TAPE;01-Apr-03;400
TAPE;01-May-03;410
TAPE;01-Jun-03;420
TAPE;01-Jul-03;430
TAPE;01-Aug-03;440
TAPE;01-Sep-03;450
TAPE;01-Oct-03;460
TAPE;01-Nov-03;470
TAPE;01-Dec-03;480
TAPE;01-Jan-04;490
TAPE;01-Feb-04;500
TAPE;01-Mar-04;510
TAPE;01-Apr-04;520
TAPE;01-May-04;530
TAPE;01-Jun-04;540
TAPE;01-Jul-04;550
TAPE;01-Aug-04;560
TAPE;01-Sep-04;570
TAPE;01-Oct-04;580
TAPE;01-Nov-04;590
TAPE;01-Dec-04;600
TAPE;01-Jan-05;610
TAPE;01-Feb-05;620
TAPE;01-Mar-05;630
TAPE;01-Apr-05;640
TAPE;01-May-05;650
TAPE;01-Jun-05;660
TAPE;01-Jul-05;670
TAPE;01-Aug-05;680
TAPE;01-Sep-05;690
TAPE;01-Oct-05;700
TAPE;01-Nov-05;710
TAPE;01-Dec-05;720
TAPE;01-Jan-06;730
TAPE;01-Feb-06;740
TAPE;01-Mar-06;750
TAPE;01-Apr-06;760
TAPE;01-May-06;770
TAPE;01-Jun-06;780
TAPE;01-Jul-06;790
TAPE;01-Aug-06;800
TAPE;01-Sep-06;810
TAPE;01-Oct-06;820
TAPE;01-Nov-06;830
TAPE;01-Dec-06;840
TAPE;01-Jan-07;850
TAPE;01-Feb-07;860
TAPE;01-Mar-07;870
TAPE;01-Apr-07;880
TAPE;01-May-07;890
TAPE;01-Jun-07;900
TAPE;01-Jul-07;910
TAPE;01-Aug-07;920
TAPE;01-Sep-07;930
TAPE;01-Oct-07;940
TAPE;01-Nov-07;950
TAPE;01-Dec-07;960
TAPE;01-Jan-08;970
TAPE;01-Feb-08;980
TAPE;01-Mar-08;990
TAPE;01-Apr-08;1000
TAPE;01-May-08;1010
TAPE;01-Jun-08;1020
TAPE;01-Jul-08;1030
TAPE;01-Aug-08;1040
TAPE;01-Sep-08;1050
TAPE;01-Oct-08;1060
TAPE;01-Nov-08;1070
TAPE;01-Dec-08;1080
TAPE;01-Jan-09;1090
TAPE;01-Feb-09;1100
TAPE;01-Mar-09;1110
TAPE;01-Apr-09;1120
TAPE;01-May-09;1130
TAPE;01-Jun-09;1140
TAPE;01-Jul-09;1150
TAPE;01-Aug-09;1160
TAPE;01-Sep-09;1170
TAPE;01-Oct-09;1180
TAPE;01-Nov-09;1190
TAPE;01-Dec-09;1200
TAPE;01-Jan-10;1210
TAPE;01-Feb-10;1220
TAPE;01-Mar-10;1230
TAPE;01-Apr-10;1240
TAPE;01-May-10;1250
TAPE;01-Jun-10;1260
TAPE;01-Jul-10;1250
TAPE;01-Aug-10;1240
TAPE;01-Sep-10;1230
TAPE;01-Oct-10;1220
TAPE;01-Nov-10;1210
TAPE;01-Dec-10;1200
TAPE;01-Jan-11;1190
TAPE;01-Feb-11;1180
TAPE;01-Mar-11;1170
TAPE;01-Apr-11;1160
TAPE;01-May-11;1150
TAPE;01-Jun-11;1140
TAPE;01-Jul-11;1130
TAPE;01-Aug-11;1120
TAPE;01-Sep-11;1110
TAPE;01-Oct-11;1100
TAPE;01-Nov-11;1090
TAPE;01-Dec-11;1080
TAPE;01-Jan-12;1070
TAPE;01-Feb-12;1060
TAPE;01-Mar-12;1050
TAPE;01-Apr-12;1040
TAPE;01-May-12;1030
TAPE;01-Jun-12;1020
TAPE;01-Jul-12;1010
TAPE;01-Aug-12;1000
TAPE;01-Sep-12;990
TAPE;01-Oct-12;980
TAPE;01-Nov-12;970
TAPE;01-Dec-12;960
TAPE;01-Jan-13;950
TAPE;01-Feb-13;940
TAPE;01-Mar-13;930
TAPE;01-Apr-13;920
TAPE;01-May-13;910
TAPE;01-Jun-13;900
TAPE;01-Jul-13;890
TAPE;01-Aug-13;880
TAPE;01-Sep-13;870
TAPE;01-Oct-13;860
TAPE;01-Nov-13;850
TAPE;01-Dec-13;840
TAPE;01-Jan-14;830
TAPE;01-Feb-14;820
TAPE;01-Mar-14;810
TAPE;01-Apr-14;800
TAPE;01-May-14;790
TAPE;01-Jun-14;780
TAPE;01-Jul-14;770
TAPE;01-Aug-14;760
TAPE;01-Sep-14;750
TAPE;01-Oct-14;740
TAPE;01-Nov-14;730
TAPE;01-Dec-14;720
TAPE;01-Jan-15;710
TAPE;01-Feb-15;700
TAPE;01-Mar-15;690
TAPE;01-Apr-15;680
TAPE;01-May-15;670
TAPE;01-Jun-15;660
TAPE;01-Jul-15;650
TAPE;01-Aug-15;640
TAPE;01-Sep-15;630
TAPE;01-Oct-15;620
TAPE;01-Nov-15;610
TAPE;01-Dec-15;600
TAPE;01-Jan-16;590
TAPE;01-Feb-16;580
TAPE;01-Mar-16;570
TAPE;01-Apr-16;560
TAPE;01-May-16;550
TAPE;01-Jun-16;540
TAPE;01-Jul-16;530
TAPE;01-Aug-16;520
TAPE;01-Sep-16;510
TAPE;01-Oct-16;500
TAPE;01-Nov-16;490
TAPE;01-Dec-16;480
TAPE;01-Jan-17;470
TAPE;01-Feb-17;460
TAPE;01-Mar-17;450
TAPE;01-Apr-17;440
TAPE;01-May-17;430
TAPE;01-Jun-17;420
TAPE;01-Jul-17;410
TAPE;01-Aug-17;400
TAPE;01-Sep-17;390
TAPE;01-Oct-17;380
TAPE;01-Nov-17;370
TAPE;01-Dec-17;360
TAPE;01-Jan-18;350
TAPE;01-Feb-18;340
TAPE;01-Mar-18;330
TAPE;01-Apr-18;320
TAPE;01-May-18;310
TAPE;01-Jun-18;300
TAPE;01-Jul-18;290
TAPE;01-Aug-18;280
TAPE;01-Sep-18;270
TAPE;01-Oct-18;260
TAPE;01-Nov-18;250
TAPE;01-Dec-18;240
TAPE;01-Jan-19;230
TAPE;01-Feb-19;220
TAPE;01-Mar-19;210
TAPE;01-Apr-19;200
TAPE;01-May-19;190
TAPE;01-Jun-19;180
TAPE;01-Jul-19;170
TAPE;01-Aug-19;160
TAPE;01-Sep-19;150
TAPE;01-Oct-19;140
TAPE;01-Nov-19;130
TAPE;01-Dec-19;120
TAPE;01-Jan-20;110
TAPE;01-Feb-20;100
TAPE;01-Mar-20;90
TAPE;01-Apr-20;80
TAPE;01-May-20;70
TAPE;01-Jun-20;60
TAPE;01-Jul-20;50
TAPE;01-Aug-20;40
TAPE;01-Sep-20;30
TAPE;01-Oct-20;20
MISC;01-Jan-00;10
MISC;01-Feb-00;20
MISC;01-Mar-00;30
MISC;01-Apr-00;40
MISC;01-May-00;50
MISC;01-Jun-00;60
MISC;01-Jul-00;70
MISC;01-Aug-00;80
MISC;01-Sep-00;90
MISC;01-Oct-00;100
MISC;01-Nov-00;110
MISC;01-Dec-00;120
MISC;01-Jan-01;130
MISC;01-Feb-01;140
MISC;01-Mar-01;150
MISC;01-Apr-01;160
MISC;01-May-01;170
MISC;01-Jun-01;180
MISC;01-Jul-01;190
MISC;01-Aug-01;200
MISC;01-Sep-01;210
MISC;01-Oct-01;220
MISC;01-Nov-01;230
MISC;01-Dec-01;240
MISC;01-Jan-02;250
MISC;01-Feb-02;260
MISC;01-Mar-02;270
MISC;01-Apr-02;280
MISC;01-May-02;290
MISC;01-Jun-02;300
MISC;01-Jul-02;310
MISC;01-Aug-02;320
MISC;01-Sep-02;330
MISC;01-Oct-02;340
MISC;01-Nov-02;350
MISC;01-Dec-02;360
MISC;01-Jan-03;370
MISC;01-Feb-03;380
MISC;01-Mar-03;390
MISC;01-Apr-03;400
MISC;01-May-03;410
MISC;01-Jun-03;420
MISC;01-Jul-03;430
MISC;01-Aug-03;440
MISC;01-Sep-03;450
MISC;01-Oct-03;460
MISC;01-Nov-03;470
MISC;01-Dec-03;480
MISC;01-Jan-04;490
MISC;01-Feb-04;500
MISC;01-Mar-04;510
MISC;01-Apr-04;520
MISC;01-May-04;530
MISC;01-Jun-04;540
MISC;01-Jul-04;550
MISC;01-Aug-04;560
MISC;01-Sep-04;570
MISC;01-Oct-04;580
MISC;01-Nov-04;590
MISC;01-Dec-04;600
MISC;01-Jan-05;610
MISC;01-Feb-05;620
MISC;01-Mar-05;630
MISC;01-Apr-05;640
MISC;01-May-05;650
MISC;01-Jun-05;660
MISC;01-Jul-05;670
MISC;01-Aug-05;680
MISC;01-Sep-05;690
MISC;01-Oct-05;700
MISC;01-Nov-05;710
MISC;01-Dec-05;720
MISC;01-Jan-06;730
MISC;01-Feb-06;740
MISC;01-Mar-06;750
MISC;01-Apr-06;760
MISC;01-May-06;770
MISC;01-Jun-06;780
MISC;01-Jul-06;790
MISC;01-Aug-06;800
MISC;01-Sep-06;810
MISC;01-Oct-06;820
MISC;01-Nov-06;830
MISC;01-Dec-06;840
MISC;01-Jan-07;850
MISC;01-Feb-07;860
MISC;01-Mar-07;870
MISC;01-Apr-07;880
MISC;01-May-07;890
MISC;01-Jun-07;900
MISC;01-Jul-07;910
MISC;01-Aug-07;920
MISC;01-Sep-07;930
MISC;01-Oct-07;940
MISC;01-Nov-07;950
MISC;01-Dec-07;960
MISC;01-Jan-08;970
MISC;01-Feb-08;980
MISC;01-Mar-08;990
MISC;01-Apr-08;1000
MISC;01-May-08;1010
MISC;01-Jun-08;1020
MISC;01-Jul-08;1030
MISC;01-Aug-08;1040
MISC;01-Sep-08;1050
MISC;01-Oct-08;1060
MISC;01-Nov-08;1070
MISC;01-Dec-08;1080
MISC;01-Jan-09;1090
MISC;01-Feb-09;1100
MISC;01-Mar-09;1110
MISC;01-Apr-09;1120
MISC;01-May-09;1130
MISC;01-Jun-09;1140
MISC;01-Jul-09;1150
MISC;01-Aug-09;1160
MISC;01-Sep-09;1170
MISC;01-Oct-09;1180
MISC;01-Nov-09;1190
MISC;01-Dec-09;1200
MISC;01-Jan-10;1210
MISC;01-Feb-10;1220
MISC;01-Mar-10;1230
MISC;01-Apr-10;1240
MISC;01-May-10;1250
MISC;01-Jun-10;1260
MISC;01-Jul-10;1250
MISC;01-Aug-10;1240
MISC;01-Sep-10;1230
MISC;01-Oct-10;1220
MISC;01-Nov-10;1210
MISC;01-Dec-10;1200
MISC;01-Jan-11;1190
MISC;01-Feb-11;1180
MISC;01-Mar-11;1170
MISC;01-Apr-11;1160
MISC;01-May-11;1150
MISC;01-Jun-11;1140
MISC;01-Jul-11;1130
MISC;01-Aug-11;1120
MISC;01-Sep-11;1110
MISC;01-Oct-11;1100
MISC;01-Nov-11;1090
MISC;01-Dec-11;1080
MISC;01-Jan-12;1070
MISC;01-Feb-12;1060
MISC;01-Mar-12;1050
MISC;01-Apr-12;1040
MISC;01-May-12;1030
MISC;01-Jun-12;1020
MISC;01-Jul-12;1010
MISC;01-Aug-12;1000
MISC;01-Sep-12;990
MISC;01-Oct-12;980
MISC;01-Nov-12;970
MISC;01-Dec-12;960
MISC;01-Jan-13;950
MISC;01-Feb-13;940
MISC;01-Mar-13;930
MISC;01-Apr-13;920
MISC;01-May-13;910
MISC;01-Jun-13;900
MISC;01-Jul-13;890
MISC;01-Aug-13;880
MISC;01-Sep-13;870
MISC;01-Oct-13;860
MISC;01-Nov-13;850
MISC;01-Dec-13;840
MISC;01-Jan-14;830
MISC;01-Feb-14;820
MISC;01-Mar-14;810
MISC;01-Apr-14;800
MISC;01-May-14;790
MISC;01-Jun-14;780
MISC;01-Jul-14;770
MISC;01-Aug-14;760
MISC;01-Sep-14;750
MISC;01-Oct-14;740
MISC;01-Nov-14;730
MISC;01-Dec-14;720
MISC;01-Jan-15;710
MISC;01-Feb-15;700
MISC;01-Mar-15;690
MISC;01-Apr-15;680
MISC;01-May-15;670
MISC;01-Jun-15;660
MISC;01-Jul-15;650
MISC;01-Aug-15;640
MISC;01-Sep-15;630
MISC;01-Oct-15;620
MISC;01-Nov-15;610
MISC;01-Dec-15;600
MISC;01-Jan-16;590
MISC;01-Feb-16;580
MISC;01-Mar-16;570
MISC;01-Apr-16;560
MISC;01-May-16;550
MISC;01-Jun-16;540
MISC;01-Jul-16;530
MISC;01-Aug-16;520
MISC;01-Sep-16;510
MISC;01-Oct-16;500
MISC;01-Nov-16;490
MISC;01-Dec-16;480
MISC;01-Jan-17;470
